"LEGENDS OF THE OLD PLANTATION I. UNCLE REMUS INITIATES THE LITTLE BOY One evening recently, the lady whom Uncle Remus calls"	Narrator
"Miss Sally"	Narrator
"missed her little seven-year-old. Making search for him through the house and through the yard, she heard the sound of voices in the old man's cabin, and, looking through the window, saw the child sitting by Uncle Remus. His head rested against the old man's arm, and he was gazing with an expression of the most intense interest into the rough, weather-beaten face, that beamed so kindly upon him. This is what"	Narrator
"Miss Sally"	Narrator
"heard:"	Narrator
"Bimeby, one day, atter Brer Fox bin doin' all dat he could fer ter ketch Brer Rabbit, en Brer Rabbit bein doin' all he could fer ter keep 'im fum it, Brer Fox say to hisse'f dat he'd put up a game on Brer Rabbit, en he ain't mo'n got de wuds out'n his mouf twel Brer Rabbit came a lopin' up de big road, lookin' des ez plump, en ez fat, en ez sassy ez a Moggin hoss in a barley-patch."	Remus
"'Hol' on dar, Brer Rabbit,' sez Brer Fox, sezee."	RemusCharacter
"'I ain't got time, Brer Fox,' sez Brer Rabbit, sezee, sorter mendin' his licks."	RemusCharacter
"'I wanter have some confab wid you, Brer Rabbit,' sez Brer Fox, sezee."	RemusCharacter
"'All right, Brer Fox, but you better holler fum whar you stan'. I'm monstus full er fleas dis mawnin',' sez Brer Rabbit, sezee."	RemusCharacter
"'I seed Brer B'ar yistdiddy, 'sez Brer Fox, sezee, 'en he sorter rake me over de coals kaze you en me ain't make frens en live naberly, en I tole 'im dat I'd see you.'"	RemusCharacter
"Den Brer Rabbit scratch one year wid his off hinefoot sorter jub'usly, en den he ups en sez, sezee:"	Remus
"'All a settin', Brer Fox. Spose'n you drap roun' ter-morrer en take dinner wid me. We ain't got no great doin's at our house, but I speck de ole 'oman en de chilluns kin sorter scramble roun' en git up sump'n fer ter stay yo' stummick.'"	RemusCharacter
"'I'm 'gree'ble, Brer Rabbit,' sez Brer Fox, sezee."	RemusCharacter
"'Den I'll 'pen' on you,' sez Brer Rabbit, sezee."	RemusCharacter
"Nex' day, Mr. Rabbit an' Miss Rabbit got up soom, 'fo' day, en raided on a gyarden like Miss Sally's out dar, en got some cabbiges, en some roas'n--years, en some sparrer-grass, en dey fix up a smashin' dinner. Bimeby one er de little Rabbits, playin' out in de back-yard, come runnin' in hollerin', 'Oh, ma! oh, ma! I seed Mr. Fox a comin'!' En den Brer Rabbit he tuck de chilluns by der years en make um set down, en den him and Miss Rabbit sorter dally roun' waitin' for Brer Fox. En dey keep on waitin' for Brer Fox. En dey keep on waitin', but no Brer Fox ain't come. Atter 'while Brer Rabbit goes to de do', easy like, en peep out, en dar, stickin' fum behime de cornder, wuz de tip-een' er Brer Fox tail. Den Brer Rabbit shot de do' en sot down, en put his paws behime his years en begin fer ter sing:"	Remus
"'De place wharbouts you spill de grease, Right dar you er boun' ter slide, An' whar you fin' a bunch er ha'r, You'll sholy fine de hide.'"	RemusCharacter
"Nex' day, Brer Fox sont word by Mr. Mink, en skuze hisse'f kaze he wuz too sick fer ter come, en he ax Brer Rabbit fer ter come en take dinner wid him, en Brer Rabbit say he wuz 'gree'ble."	Remus
"Bimeby, w'en de shadders wuz at der shortes', Brer Rabbit he sorter brush up en sa'nter down ter Brer Fox's house, en w'en he got dar, he hear somebody groanin', en he look in de do' an dar he see Brer Fox settin' up in a rockin'-cheer all wrop up wid flannil, en he look mighty weak. Brer Rabbit look all roun', he did, but he ain't see no dinner. De dish-pan wuz settin' on de table, en close by wuz a kyarvin' knife."	Remus
"'Look like you gwineter have chicken fer dinner, Brer Fox,' sez Brer Rabbit, sezee."	RemusCharacter
"'Yes, Brer Rabbit, dey er nice, en fresh, en tender, 'sez Brer Fox, sezee."	RemusCharacter
"Den Brer Rabbit sorter pull his mustarsh, en say: 'You ain't got no calamus root, is you, Brer Fox? I done got so now dat I can't eat no chicken 'ceppin she's seasoned up wid calamus root.' En wid dat Brer Rabbit lipt out er de do' and dodge 'mong the bushes, en sot dar watchin' for Brer Fox; en he ain't watch long, nudder, kaze Brer Fox flung off de flannil en crope out er de house en got whar he could cloze in on Brer Rabbit, en bimeby Brer Rabbit holler out: 'Oh, Brer Fox! I'll des put yo' calamus root out yer on dish yer stump. Better come git it while hit's fresh,' and wid dat Brer Rabbit gallop off home. En Brer Fox ain't never kotch 'im yit, en w'at's mo', honey, he ain't gwineter."	Remus
"II. THE WONDERFUL TAR BABY STORY"	Narrator
"Didn't the fox never catch the rabbit, Uncle Remus?"	Boy
"asked the little boy the next evening."	Narrator
"He come mighty nigh it, honey, sho's you born--Brer Fox did. One day atter Brer Rabbit fool 'im wid dat calamus root, Brer Fox went ter wuk en got 'im some tar, en mix it wid some turkentime, en fix up a contrapshun w'at he call a Tar-Baby, en he tuck dish yer Tar-Baby en he sot 'er in de big road, en den he lay off in de bushes fer to see what de news wuz gwine ter be. En he didn't hatter wait long, nudder, kaze bimeby here come Brer Rabbit pacin' down de road--lippity-clippity, clippity-lippity--dez ez sassy ez a jay-bird. Brer Fox, he lay low. Brer Rabbit come prancin' 'long twel he spy de Tar-Baby, en den he fotch up on his behime legs like he wuz 'stonished. De Tar Baby, she sot dar, she did, en Brer Fox, he lay low."	Remus
"'Mawnin'!' sez Brer Rabbit, sezee--'nice wedder dis mawnin',' sezee."	RemusCharacter
"Tar-Baby ain't sayin' nuthin', en Brer Fox he lay low."	Remus
"'How duz yo' sym'tums seem ter segashuate?' sez Brer Rabbit, sezee."	RemusCharacter
"Brer Fox, he wink his eye slow, en lay low, en de Tar-Baby, she ain't sayin' nuthin'."	Ramus
"'How you come on, den? Is you deaf?' sez Brer Rabbit, sezee. 'Kaze if you is, I kin holler louder,' sezee."	RemusCharacter
"Tar-Baby stay still, en Brer Fox, he lay low."	Remus
"'You er stuck up, dat's w'at you is,' says Brer Rabbit, sezee, 'en I'm gwine ter kyore you, dat's w'at I'm a gwine ter do,' sezee."	RemusCharacter
"Brer Fox, he sorter chuckle in his stummick, he did, but Tar- Baby ain't sayin' nothin'."	Remus
"'I'm gwine ter larn you how ter talk ter 'spectubble folks ef hit's de las' ack,' sez Brer Rabbit, sezee. 'Ef you don't take off dat hat en tell me howdy, I'm gwine ter bus' you wide open,' sezee."	RemusCharacter
